order_cancellation,Bạn có thể hủy đơn hàng trước khi mặt hàng được giao.!
order_cancellation,Bạn có thể hủy đơn hàng trước khi mặt hàng được giao. nhé!
order_cancellation,Bạn có thể hủy đơn hàng trước khi món hàng được giao.!
order_cancellation,Bạn có thể hủy đơn hàng trước khi món hàng được giao. nhé!
order_modification,Bạn có thể chỉnh sửa đơn hàng trước khi chúng được vận chuyển.
order_modification,Bạn có thể chỉnh sửa đơn hàng trước khi chúng được vận chuyển.!
order_modification,Bạn có thể chỉnh sửa đơn hàng trước khi chúng được vận chuyển. 😊
order_modification,Bạn có thể chỉnh sửa đơn hàng trước khi chúng được vận chuyển. nhé!
product_sample_request,Bạn muốn nhận mẫu thử trước khi sắm không? nhé!
product_sample_request,Bạn muốn nhận mẫu thử trước khi mua không?
product_sample_request,Bạn muốn nhận mẫu thử trước khi mua sắm không? 😊
product_sample_request,Bạn muốn nhận mẫu thử trước khi tậu không?!
product_sample_request,Bạn muốn nhận mẫu thử trước khi mua sắm không? nhé!
gift_inspiration,"Nếu bạn chưa biết chọn gì, đây là một số ý tưởng quà tặng."
gift_inspiration,"Nếu bạn chưa biết chọn gì, đây là một số ý tưởng tặng phẩm tặng. nhé!"
gift_inspiration,"Nếu bạn chưa biết chọn gì, đây là một số ý tưởng món quà tặng.!"
gift_inspiration,"Nếu bạn chưa biết chọn gì, đây là một số ý tưởng tặng phẩm tặng.!"
gift_inspiration,"Nếu bạn chưa biết chọn gì, đây là một số ý tưởng món quà tặng. nhé!"
gift_inspiration,"Nếu bạn chưa biết chọn gì, đây là một số ý tưởng quà tặng tặng.!"
intent,response
intent,response nhé!
intent,response 😊
intent,response!
gift_occasion_wedding,"Nếu bạn muốn tặng món quà cưới, bạn có thể tham khảo những mặt hàng này... nhé!"
gift_occasion_wedding,"Nếu bạn muốn tặng quà tặng cưới, bạn có thể tham khảo những món hàng này... 😊"
gift_occasion_wedding,"Nếu bạn muốn tặng món quà cưới, bạn có thể tham khảo những đồ này...!"
gift_occasion_wedding,"Nếu bạn muốn tặng quà cưới, bạn có thể tham khảo những sản phẩm này..."
gift_occasion_wedding,"Nếu bạn muốn tặng tặng phẩm cưới, bạn có thể tham khảo những món hàng này... 😊"
gift_occasion_wedding,"Nếu bạn muốn tặng quà tặng cưới, bạn có thể tham khảo những món hàng này...!"
gift_occasion_baby_shower,"Dành cho dịp chào đời em bé, đây là các món tặng phẩm thích hợp.!"
gift_occasion_baby_shower,"Dành cho dịp chào đời em bé, đây là các món tặng phẩm thích hợp. 😊"
gift_occasion_baby_shower,"Dành cho dịp chào đời em bé, đây là các món tặng phẩm thích hợp. nhé!"
gift_occasion_baby_shower,"Dành cho dịp chào đời em bé, đây là các món quà tặng thích hợp.!"
gift_occasion_baby_shower,"Dành cho dịp chào đời em bé, đây là các món món quà thích hợp. nhé!"
gift_occasion_baby_shower,"Dành cho dịp chào đời em bé, đây là các món quà thích hợp."
gift_occasion_graduation,"Nếu tặng tốt nghiệp, bạn có thể chọn những món kỷ niệm này.!"
gift_occasion_graduation,"Nếu tặng tốt nghiệp, bạn có thể chọn những món kỷ niệm này."
gift_occasion_graduation,"Nếu tặng tốt nghiệp, bạn có thể chọn những món kỷ niệm này. 😊"
gift_occasion_housewarming,Mình gợi ý các món quà tặng ý nghĩa cho dịp tân gia. nhé!
gift_occasion_housewarming,Mình gợi ý các món quà ý nghĩa cho dịp tân gia.
gift_occasion_housewarming,Mình gợi ý các món món quà ý nghĩa cho dịp tân gia. 😊
gift_occasion_housewarming,Mình gợi ý các món món quà ý nghĩa cho dịp tân gia. nhé!
gift_occasion_housewarming,Mình gợi ý các món tặng phẩm ý nghĩa cho dịp tân gia. nhé!
gift_occasion_anniversary,"Bạn muốn kỷ niệm ngày cưới hay quan hệ, mình có vài gợi ý.!"
gift_occasion_anniversary,"Bạn muốn kỷ niệm ngày cưới hay quan hệ, mình có vài gợi ý."
gift_occasion_anniversary,"Bạn muốn kỷ niệm ngày cưới hay quan hệ, mình có vài gợi ý. 😊"
eco_friendly_product,Chúng tôi có các sản phẩm thân thiện môi trường.
eco_friendly_product,Chúng tôi có các món hàng thân thiện môi trường.!
eco_friendly_product,Chúng tôi có các mặt hàng thân thiện môi trường.!
handmade_product,Các đồ thủ công tại cửa hàng rất tinh xảo. nhé!
handmade_product,Các đồ thủ công tại cửa hàng rất tinh xảo. 😊
handmade_product,Các đồ thủ công tại cửa hàng rất tinh xảo.!
handmade_product,Các món hàng thủ công tại cửa hàng rất tinh xảo. nhé!
handmade_product,Các mặt hàng thủ công tại cửa hàng rất tinh xảo. 😊
handmade_product,Các sản phẩm thủ công tại cửa hàng rất tinh xảo.
limited_edition_product,"Hiện có một số món hàng phiên bản giới hạn, bạn muốn xem không? nhé!"
limited_edition_product,"Hiện có một số mặt hàng phiên bản giới hạn, bạn muốn xem không? nhé!"
limited_edition_product,"Hiện có một số đồ phiên bản giới hạn, bạn muốn xem không? 😊"
limited_edition_product,"Hiện có một số sản phẩm phiên bản giới hạn, bạn muốn xem không?"
limited_edition_product,"Hiện có một số mặt hàng phiên bản giới hạn, bạn muốn xem không? 😊"
personalized_message,Bạn có thể thêm lời nhắn cá nhân cho món hàng.!
personalized_message,Bạn có thể thêm lời nhắn cá nhân cho đồ.!
personalized_message,Bạn có thể thêm lời nhắn cá nhân cho sản phẩm.
personalized_message,Bạn có thể thêm lời nhắn cá nhân cho đồ. nhé!
personalized_message,Bạn có thể thêm lời nhắn cá nhân cho mặt hàng. nhé!
gift_pack_combo,Chúng tôi có các combo tặng phẩm tặng kết hợp nhiều món hàng.!
gift_pack_combo,Chúng tôi có các combo món quà tặng kết hợp nhiều món hàng. nhé!
gift_pack_combo,Chúng tôi có các combo quà tặng kết hợp nhiều sản phẩm.
gift_pack_combo,Chúng tôi có các combo món quà tặng kết hợp nhiều món hàng.!
gift_pack_combo,Chúng tôi có các combo món quà tặng kết hợp nhiều món hàng. 😊
birthday_surprise_package,Mình có gợi ý combo quà sinh nhật bất ngờ.
birthday_surprise_package,Mình có gợi ý combo tặng phẩm sinh nhật bất ngờ. 😊
birthday_surprise_package,Mình có gợi ý combo món quà sinh nhật bất ngờ. nhé!
birthday_surprise_package,Mình có gợi ý combo món quà sinh nhật bất ngờ.!
birthday_surprise_package,Mình có gợi ý combo quà tặng sinh nhật bất ngờ. 😊
birthday_surprise_package,Mình có gợi ý combo tặng phẩm sinh nhật bất ngờ. nhé!
festival_special_pack,"Combo đặc biệt cho các dịp lễ hội như Tết, Giáng sinh.!"
festival_special_pack,"Combo đặc biệt cho các dịp lễ hội như Tết, Giáng sinh."
festival_special_pack,"Combo đặc biệt cho các dịp lễ hội như Tết, Giáng sinh. 😊"
festival_special_pack,"Combo đặc biệt cho các dịp lễ hội như Tết, Giáng sinh. nhé!"
seasonal_collection,"Hiện có bộ sưu tập theo mùa, bạn muốn xem không? nhé!"
seasonal_collection,"Hiện có bộ sưu tập theo mùa, bạn muốn xem không?!"
seasonal_collection,"Hiện có bộ sưu tập theo mùa, bạn muốn xem không? 😊"
seasonal_collection,"Hiện có bộ sưu tập theo mùa, bạn muốn xem không?"
online_exclusive_offer,Có một số sản phẩm chỉ bán online với giá ưu đãi.
online_exclusive_offer,Có một số món hàng chỉ bán online với mức giá ưu đãi.!
online_exclusive_offer,Có một số mặt hàng chỉ bán online với chi phí ưu đãi.!
online_exclusive_offer,Có một số mặt hàng chỉ bán online với chi phí ưu đãi. nhé!
online_exclusive_offer,Có một số đồ chỉ bán online với mức giá ưu đãi. 😊
membership_reward_point,Khách hàng thân thiết sẽ nhận điểm thưởng khi mua hàng.
membership_reward_point,Khách hàng thân thiết sẽ nhận điểm thưởng khi mua sắm hàng.!
membership_reward_point,Khách hàng thân thiết sẽ nhận điểm thưởng khi mua sắm hàng. 😊
membership_reward_point,Khách hàng thân thiết sẽ nhận điểm thưởng khi tậu hàng. nhé!
membership_reward_point,Khách hàng thân thiết sẽ nhận điểm thưởng khi mua sắm hàng. nhé!
flash_sale_notification,"Hiện đang có flash sale, bạn muốn mình gửi thông tin không?!"
flash_sale_notification,"Hiện đang có flash sale, bạn muốn mình gửi thông tin không? 😊"
flash_sale_notification,"Hiện đang có flash sale, bạn muốn mình gửi thông tin không?"
gift_set_recommendation,"Mình gợi ý các set tặng phẩm được phối sẵn, đẹp mắt và tiện lợi. 😊"
gift_set_recommendation,"Mình gợi ý các set quà được phối sẵn, đẹp mắt và tiện lợi."
gift_set_recommendation,"Mình gợi ý các set tặng phẩm được phối sẵn, đẹp mắt và tiện lợi.!"
gift_set_recommendation,"Mình gợi ý các set tặng phẩm được phối sẵn, đẹp mắt và tiện lợi. nhé!"
gift_set_recommendation,"Mình gợi ý các set món quà được phối sẵn, đẹp mắt và tiện lợi. nhé!"
handcraft_tutorials,Bạn có muốn xem hướng dẫn làm đồ thủ công tại nhà?!
handcraft_tutorials,Bạn có muốn xem hướng dẫn làm đồ thủ công tại nhà? 😊
handcraft_tutorials,Bạn có muốn xem hướng dẫn làm đồ thủ công tại nhà?
handcraft_tutorials,Bạn có muốn xem hướng dẫn làm đồ thủ công tại nhà? nhé!
gift_inspiration_for_couples,Gợi ý tặng phẩm tặng dành cho các cặp đôi yêu nhau. 😊
gift_inspiration_for_couples,Gợi ý món quà tặng dành cho các cặp đôi yêu nhau.!
gift_inspiration_for_couples,Gợi ý quà tặng tặng dành cho các cặp đôi yêu nhau.!
gift_inspiration_for_couples,Gợi ý quà tặng dành cho các cặp đôi yêu nhau.
gift_inspiration_for_couples,Gợi ý quà tặng tặng dành cho các cặp đôi yêu nhau. nhé!
gift_inspiration_for_parents,Gợi ý quà tặng tặng ý nghĩa dành cho bố mẹ. nhé!
gift_inspiration_for_parents,Gợi ý quà tặng tặng ý nghĩa dành cho bố mẹ. 😊
gift_inspiration_for_parents,Gợi ý quà tặng ý nghĩa dành cho bố mẹ.
gift_inspiration_for_parents,Gợi ý tặng phẩm tặng ý nghĩa dành cho bố mẹ. 😊
gift_inspiration_for_parents,Gợi ý món quà tặng ý nghĩa dành cho bố mẹ.!
gift_inspiration_for_friends,"Gợi ý tặng phẩm tặng vui nhộn, thân thiện cho bạn bè.!"
gift_inspiration_for_friends,"Gợi ý món quà tặng vui nhộn, thân thiện cho bạn bè. 😊"
gift_inspiration_for_friends,"Gợi ý quà tặng tặng vui nhộn, thân thiện cho bạn bè. 😊"
gift_inspiration_for_friends,"Gợi ý quà tặng vui nhộn, thân thiện cho bạn bè."
gift_inspiration_for_friends,"Gợi ý món quà tặng vui nhộn, thân thiện cho bạn bè. nhé!"
gift_inspiration_for_children,Gợi ý tặng phẩm tặng an toàn và dễ thương cho trẻ em. 😊
gift_inspiration_for_children,Gợi ý quà tặng tặng an toàn và dễ thương cho trẻ em. 😊
gift_inspiration_for_children,Gợi ý tặng phẩm tặng an toàn và dễ thương cho trẻ em.!
gift_inspiration_for_children,Gợi ý món quà tặng an toàn và dễ thương cho trẻ em.!
gift_inspiration_for_children,Gợi ý quà tặng an toàn và dễ thương cho trẻ em.
special_requests_handling,Chúng tôi có thể xử lý yêu cầu đặc biệt cho sản phẩm.
special_requests_handling,Chúng tôi có thể xử lý yêu cầu đặc biệt cho đồ. 😊
special_requests_handling,Chúng tôi có thể xử lý yêu cầu đặc biệt cho đồ. nhé!
special_requests_handling,Chúng tôi có thể xử lý yêu cầu đặc biệt cho mặt hàng. nhé!
special_requests_handling,Chúng tôi có thể xử lý yêu cầu đặc biệt cho mặt hàng. 😊
special_requests_handling,Chúng tôi có thể xử lý yêu cầu đặc biệt cho đồ.!
delivery_time_estimate,Thời gian giao hàng ước tính từ 2-5 ngày làm việc.!
delivery_time_estimate,Thời gian giao hàng ước tính từ 2-5 ngày làm việc.
delivery_time_estimate,Thời gian giao hàng ước tính từ 2-5 ngày làm việc. 😊
express_delivery_option,"Chúng tôi có tùy chọn giao nhanh, bạn muốn thử không? nhé!"
express_delivery_option,"Chúng tôi có tùy chọn giao nhanh, bạn muốn thử không?!"
express_delivery_option,"Chúng tôi có tùy chọn giao nhanh, bạn muốn thử không?"
gift_wrapping_custom_design,Bạn muốn thiết kế gói món quà theo phong cách riêng? 😊
gift_wrapping_custom_design,Bạn muốn thiết kế gói món quà theo phong cách riêng?!
gift_wrapping_custom_design,Bạn muốn thiết kế gói món quà theo phong cách riêng? nhé!
gift_wrapping_custom_design,Bạn muốn thiết kế gói quà theo phong cách riêng?
gift_wrapping_custom_design,Bạn muốn thiết kế gói tặng phẩm theo phong cách riêng?!
gift_wrapping_custom_design,Bạn muốn thiết kế gói tặng phẩm theo phong cách riêng? 😊
return_policy_extended,Bạn có thể trả hàng trong 14 ngày nếu mặt hàng không vừa ý.!
return_policy_extended,Bạn có thể trả hàng trong 14 ngày nếu sản phẩm không vừa ý.
return_policy_extended,Bạn có thể trả hàng trong 14 ngày nếu món hàng không vừa ý. 😊
return_policy_extended,Bạn có thể trả hàng trong 14 ngày nếu mặt hàng không vừa ý. nhé!
international_shipping_info,"Chúng tôi có giao hàng quốc tế, bạn muốn gửi tới quốc gia nào? 😊"
international_shipping_info,"Chúng tôi có giao hàng quốc tế, bạn muốn gửi tới quốc gia nào? nhé!"
international_shipping_info,"Chúng tôi có giao hàng quốc tế, bạn muốn gửi tới quốc gia nào?!"
international_shipping_info,"Chúng tôi có giao hàng quốc tế, bạn muốn gửi tới quốc gia nào?"
gift_for_corporate_clients,"Bạn muốn sắm tặng phẩm cho khách hàng doanh nghiệp, mình có gợi ý.!"
gift_for_corporate_clients,"Bạn muốn tậu tặng phẩm cho khách hàng doanh nghiệp, mình có gợi ý. 😊"
gift_for_corporate_clients,"Bạn muốn tậu quà tặng cho khách hàng doanh nghiệp, mình có gợi ý.!"
gift_for_corporate_clients,"Bạn muốn tậu tặng phẩm cho khách hàng doanh nghiệp, mình có gợi ý. nhé!"
gift_for_corporate_clients,"Bạn muốn mua quà cho khách hàng doanh nghiệp, mình có gợi ý."
custom_order_deadline,"Để đặt hàng theo yêu cầu, bạn nên đặt trước 7 ngày."
custom_order_deadline,"Để đặt hàng theo yêu cầu, bạn nên đặt trước 7 ngày. 😊"
custom_order_deadline,"Để đặt hàng theo yêu cầu, bạn nên đặt trước 7 ngày.!"
custom_order_deadline,"Để đặt hàng theo yêu cầu, bạn nên đặt trước 7 ngày. nhé!"
holiday_special_discount,"Có chương trình giảm mức giá đặc biệt cho ngày lễ, bạn muốn xem không?!"
holiday_special_discount,"Có chương trình giảm mức giá đặc biệt cho ngày lễ, bạn muốn xem không? 😊"
holiday_special_discount,"Có chương trình giảm chi phí đặc biệt cho ngày lễ, bạn muốn xem không? nhé!"
holiday_special_discount,"Có chương trình giảm mức giá đặc biệt cho ngày lễ, bạn muốn xem không? nhé!"
holiday_special_discount,"Có chương trình giảm giá đặc biệt cho ngày lễ, bạn muốn xem không?"
store_loyalty_points,Bạn có thể tích lũy điểm cho mỗi đơn hàng. nhé!
store_loyalty_points,Bạn có thể tích lũy điểm cho mỗi đơn hàng. 😊
store_loyalty_points,Bạn có thể tích lũy điểm cho mỗi đơn hàng.!
store_loyalty_points,Bạn có thể tích lũy điểm cho mỗi đơn hàng.
product_demo_available,Bạn có thể thử món hàng trực tiếp tại cửa hàng.!
product_demo_available,Bạn có thể thử đồ trực tiếp tại cửa hàng. nhé!
product_demo_available,Bạn có thể thử mặt hàng trực tiếp tại cửa hàng. nhé!
product_demo_available,Bạn có thể thử sản phẩm trực tiếp tại cửa hàng.
product_demo_available,Bạn có thể thử món hàng trực tiếp tại cửa hàng. nhé!
product_demo_available,Bạn có thể thử đồ trực tiếp tại cửa hàng. 😊
gift_for_teachers,Mình có vài gợi ý món quà tặng dành cho giá tiềno viên. nhé!
gift_for_teachers,Mình có vài gợi ý tặng phẩm tặng dành cho mức giáo viên. nhé!
gift_for_teachers,Mình có vài gợi ý quà tặng tặng dành cho giá tiềno viên. 😊
gift_for_teachers,Mình có vài gợi ý món quà tặng dành cho mức giáo viên. nhé!
gift_for_teachers,Mình có vài gợi ý quà tặng dành cho giáo viên.
gift_for_teachers,Mình có vài gợi ý tặng phẩm tặng dành cho mức giáo viên.!
gift_for_students,"Món quà tặng ý nghĩa cho học sinh, sinh viên.!"
gift_for_students,"Món quà tặng ý nghĩa cho học sinh, sinh viên. nhé!"
gift_for_students,"Món quà ý nghĩa cho học sinh, sinh viên."
gift_for_students,"Món món quà ý nghĩa cho học sinh, sinh viên.!"
gift_for_students,"Món món quà ý nghĩa cho học sinh, sinh viên. 😊"
gift_for_students,"Món quà tặng ý nghĩa cho học sinh, sinh viên. 😊"
gift_for_travelers,"Gợi ý món quà dành cho người thích đi du lịch, tiện lợi và nhỏ gọn. 😊"
gift_for_travelers,"Gợi ý quà tặng dành cho người thích đi du lịch, tiện lợi và nhỏ gọn. nhé!"
gift_for_travelers,"Gợi ý quà tặng dành cho người thích đi du lịch, tiện lợi và nhỏ gọn.!"
gift_for_travelers,"Gợi ý tặng phẩm dành cho người thích đi du lịch, tiện lợi và nhỏ gọn. 😊"
gift_for_travelers,"Gợi ý quà dành cho người thích đi du lịch, tiện lợi và nhỏ gọn."
gift_for_art_lovers,"Nếu họ yêu nghệ thuật, bạn có thể chọn các món hàng trang trí đẹp mắt. 😊"
gift_for_art_lovers,"Nếu họ yêu nghệ thuật, bạn có thể chọn các đồ trang trí đẹp mắt. 😊"
gift_for_art_lovers,"Nếu họ yêu nghệ thuật, bạn có thể chọn các mặt hàng trang trí đẹp mắt. 😊"
gift_for_art_lovers,"Nếu họ yêu nghệ thuật, bạn có thể chọn các mặt hàng trang trí đẹp mắt. nhé!"
gift_for_art_lovers,"Nếu họ yêu nghệ thuật, bạn có thể chọn các sản phẩm trang trí đẹp mắt."
gift_for_art_lovers,"Nếu họ yêu nghệ thuật, bạn có thể chọn các mặt hàng trang trí đẹp mắt.!"
gift_for_collectors,"Dành cho người sưu tập, các phiên bản giới hạn sẽ phù hợp. nhé!"
gift_for_collectors,"Dành cho người sưu tập, các phiên bản giới hạn sẽ phù hợp. 😊"
gift_for_collectors,"Dành cho người sưu tập, các phiên bản giới hạn sẽ phù hợp.!"
gift_for_collectors,"Dành cho người sưu tập, các phiên bản giới hạn sẽ phù hợp."
gift_for_couples,Gợi ý quà tặng lãng mạn cho các cặp đôi.
gift_for_couples,Gợi ý tặng phẩm tặng lãng mạn cho các cặp đôi.!
gift_for_couples,Gợi ý quà tặng tặng lãng mạn cho các cặp đôi. 😊
gift_for_couples,Gợi ý món quà tặng lãng mạn cho các cặp đôi. 😊
gift_for_couples,Gợi ý quà tặng tặng lãng mạn cho các cặp đôi.!
gift_for_anniversary,Gợi ý quà kỷ niệm ngày quan trọng.
gift_for_anniversary,Gợi ý món quà kỷ niệm ngày quan trọng.!
gift_for_anniversary,Gợi ý tặng phẩm kỷ niệm ngày quan trọng. 😊
gift_for_anniversary,Gợi ý tặng phẩm kỷ niệm ngày quan trọng.!
special_event_promotion,Hiện đang có khuyến mãi cho các sự kiện đặc biệt.
special_event_promotion,Hiện đang có khuyến mãi cho các sự kiện đặc biệt. 😊
special_event_promotion,Hiện đang có khuyến mãi cho các sự kiện đặc biệt. nhé!
special_event_promotion,Hiện đang có khuyến mãi cho các sự kiện đặc biệt.!
gift_for_festival,"Quà tặng dành cho các dịp lễ hội: Tết, Giáng sinh, Halloween...!"
gift_for_festival,"Quà tặng dành cho các dịp lễ hội: Tết, Giáng sinh, Halloween... 😊"
gift_for_festival,"Quà tặng dành cho các dịp lễ hội: Tết, Giáng sinh, Halloween..."
gift_for_festival,"Quà tặng dành cho các dịp lễ hội: Tết, Giáng sinh, Halloween... nhé!"
eco_packaging_option,Bạn có muốn chọn gói quà thân thiện môi trường?
eco_packaging_option,Bạn có muốn chọn gói quà tặng thân thiện môi trường?!
eco_packaging_option,Bạn có muốn chọn gói quà tặng thân thiện môi trường? 😊
eco_packaging_option,Bạn có muốn chọn gói món quà thân thiện môi trường? 😊
eco_packaging_option,Bạn có muốn chọn gói món quà thân thiện môi trường? nhé!
eco_packaging_option,Bạn có muốn chọn gói món quà thân thiện môi trường?!
handmade_packaging_option,Gói quà tặng thủ công tinh xảo. nhé!
handmade_packaging_option,Gói món quà thủ công tinh xảo. 😊
handmade_packaging_option,Gói quà tặng thủ công tinh xảo.!
handmade_packaging_option,Gói món quà thủ công tinh xảo.!
handmade_packaging_option,Gói quà thủ công tinh xảo.
handmade_packaging_option,Gói tặng phẩm thủ công tinh xảo. 😊
product_recommendation_based_on_interest,Mình có thể gợi ý sản phẩm dựa trên sở thích của bạn.
product_recommendation_based_on_interest,Mình có thể gợi ý đồ dựa trên sở thích của bạn.!
product_recommendation_based_on_interest,Mình có thể gợi ý mặt hàng dựa trên sở thích của bạn.!
product_recommendation_based_on_interest,Mình có thể gợi ý mặt hàng dựa trên sở thích của bạn. nhé!
product_recommendation_based_on_interest,Mình có thể gợi ý đồ dựa trên sở thích của bạn. nhé!
new_product_alert,"Sản phẩm mới vừa về, bạn có muốn xem không?!"
new_product_alert,"Sản phẩm mới vừa về, bạn có muốn xem không?"
new_product_alert,"Sản phẩm mới vừa về, bạn có muốn xem không? nhé!"
new_product_alert,"Sản phẩm mới vừa về, bạn có muốn xem không? 😊"
special_discount_code,Bạn có thể sử dụng mã giảm chi phí đặc biệt này khi thanh toán. nhé!
special_discount_code,Bạn có thể sử dụng mã giảm mức giá đặc biệt này khi thanh toán.!
special_discount_code,Bạn có thể sử dụng mã giảm giá đặc biệt này khi thanh toán.
special_discount_code,Bạn có thể sử dụng mã giảm mức giá đặc biệt này khi thanh toán. nhé!
gift_inspiration_for_relatives,"Gợi ý quà tặng tặng cho họ hàng, anh chị em, cháu chắt... nhé!"
gift_inspiration_for_relatives,"Gợi ý tặng phẩm tặng cho họ hàng, anh chị em, cháu chắt... 😊"
gift_inspiration_for_relatives,"Gợi ý quà tặng tặng cho họ hàng, anh chị em, cháu chắt... 😊"
gift_inspiration_for_relatives,"Gợi ý quà tặng cho họ hàng, anh chị em, cháu chắt..."
gift_inspiration_for_relatives,"Gợi ý quà tặng tặng cho họ hàng, anh chị em, cháu chắt...!"
gift_for_anniversary_couple,"Gợi ý món quà cho cặp đôi kỷ niệm 1 năm, 5 năm, 10 năm... 😊"
gift_for_anniversary_couple,"Gợi ý món quà cho cặp đôi kỷ niệm 1 năm, 5 năm, 10 năm... nhé!"
gift_for_anniversary_couple,"Gợi ý quà tặng cho cặp đôi kỷ niệm 1 năm, 5 năm, 10 năm... 😊"
gift_for_anniversary_couple,"Gợi ý quà cho cặp đôi kỷ niệm 1 năm, 5 năm, 10 năm..."
gift_for_anniversary_couple,"Gợi ý quà tặng cho cặp đôi kỷ niệm 1 năm, 5 năm, 10 năm... nhé!"
gift_for_wedding_guests,Gợi ý quà tặng tặng cho khách mời trong lễ cưới. nhé!
gift_for_wedding_guests,Gợi ý tặng phẩm tặng cho khách mời trong lễ cưới. nhé!
gift_for_wedding_guests,Gợi ý quà tặng cho khách mời trong lễ cưới.
gift_for_wedding_guests,Gợi ý món quà tặng cho khách mời trong lễ cưới. nhé!
gift_for_wedding_guests,Gợi ý quà tặng tặng cho khách mời trong lễ cưới.!
gift_for_wedding_guests,Gợi ý tặng phẩm tặng cho khách mời trong lễ cưới. 😊
gift_for_company_event,Gợi ý quà tặng tặng cho sự kiện công ty. nhé!
gift_for_company_event,Gợi ý tặng phẩm tặng cho sự kiện công ty.!
gift_for_company_event,Gợi ý tặng phẩm tặng cho sự kiện công ty. nhé!
gift_for_company_event,Gợi ý quà tặng cho sự kiện công ty.
gift_for_company_event,Gợi ý quà tặng tặng cho sự kiện công ty. 😊
gift_for_company_event,Gợi ý món quà tặng cho sự kiện công ty. nhé!
gift_for_team_building,Quà tặng cho đồng nghiệp trong hoạt động team building. 😊
gift_for_team_building,Quà tặng cho đồng nghiệp trong hoạt động team building.
gift_for_team_building,Quà tặng cho đồng nghiệp trong hoạt động team building. nhé!
gift_for_team_building,Quà tặng cho đồng nghiệp trong hoạt động team building.!
gift_for_special_occasions,"Gợi ý tặng phẩm cho các dịp đặc biệt như khai trương, tốt nghiệp, thăng chức... nhé!"
gift_for_special_occasions,"Gợi ý quà cho các dịp đặc biệt như khai trương, tốt nghiệp, thăng chức..."
gift_for_special_occasions,"Gợi ý quà tặng cho các dịp đặc biệt như khai trương, tốt nghiệp, thăng chức...!"
gift_for_special_occasions,"Gợi ý tặng phẩm cho các dịp đặc biệt như khai trương, tốt nghiệp, thăng chức...!"
intent,response
intent,response nhé!
intent,response 😊
intent,response!
greeting,Chào bạn! Mình có thể giúp gì nè 😊 nhé!
greeting,Chào bạn! Mình có thể giúp gì nè 😊
greeting,Chào bạn! Mình có thể giúp gì nè 😊 😊
greeting,Chào bạn! Mình có thể giúp gì nè 😊!
thanks,Rất vui khi được giúp bạn! nhé!
thanks,Rất vui khi được giúp bạn!!
thanks,Rất vui khi được giúp bạn!
thanks,Rất vui khi được giúp bạn! 😊
goodbye,Hẹn gặp lại nhé 👋 nhé!
goodbye,Hẹn gặp lại nhé 👋!
goodbye,Hẹn gặp lại nhé 👋
goodbye,Hẹn gặp lại nhé 👋 😊
find_product,Đây là những mặt hàng mình tìm được nè 💎 😊
find_product,Đây là những đồ mình tìm được nè 💎!
find_product,Đây là những sản phẩm mình tìm được nè 💎
find_product,Đây là những món hàng mình tìm được nè 💎 nhé!
find_product,Đây là những mặt hàng mình tìm được nè 💎 nhé!
unknown,Mình chưa hiểu lắm bạn nói rõ hơn được không?!
unknown,Mình chưa hiểu lắm bạn nói rõ hơn được không? nhé!
unknown,Mình chưa hiểu lắm bạn nói rõ hơn được không? 😊
unknown,Mình chưa hiểu lắm bạn nói rõ hơn được không?
